rownum,bioassay_id,material_id,cell_type_id,nanoparticle,type_organic_inorganic,coat,diameter,dose,zeta_potential,cell_type,cell_line_or_primary,human_or_animal,animal_species,cell_morphology,cell_age_embryonic_or_adult,cell_organ_or_tissue,exposure_time,test_assay,test_indicator,biochemical_metric,cell_viability,inference_checked_y_n,colloidal_stability_checked_y_n,positive_control_y_n,publication_year,particle_id,reference_doi
123,13,7,8,ZnO,I,,165.0,2.516901021e-06,-26.0,A431,L,H,Human,Epithelial,A,Skin,24,NR,toluylene red,lysosomal uptake,48.549343,N,N,N,2009,7,10.1016/j.toxlet.2009.01.008
124,13,7,8,ZnO,I,,165.0,1.0067604e-09,-26.0,A431,L,H,Human,Epithelial,A,Skin,48,NR,toluylene red,lysosomal uptake,93.477264,N,N,N,2009,7,10.1016/j.toxlet.2009.01.008
125,13,7,8,ZnO,I,,165.0,1.0067604e-08,-26.0,A431,L,H,Human,Epithelial,A,Skin,48,NR,toluylene red,lysosomal uptake,91.98412,N,N,N,2009,7,10.1016/j.toxlet.2009.01.008
126,13,7,8,ZnO,I,,165.0,1.006760408e-07,-26.0,A431,L,H,Human,Epithelial,A,Skin,48,NR,toluylene red,lysosomal uptake,96.73376,N,N,N,2009,7,10.1016/j.toxlet.2009.01.008
127,13,7,8,ZnO,I,,165.0,6.292252552e-07,-26.0,A431,L,H,Human,Epithelial,A,Skin,48,NR,toluylene red,lysosomal uptake,69.57309,N,N,N,2009,7,10.1016/j.toxlet.2009.01.008
128,13,7,8,ZnO,I,,165.0,1.006760408e-06,-26.0,A431,L,H,Human,Epithelial,A,Skin,48,NR,toluylene red,lysosomal uptake,43.79971,N,N,N,2009,7,10.1016/j.toxlet.2009.01.008
129,13,7,8,ZnO,I,,165.0,2.516901021e-06,-26.0,A431,L,H,Human,Epithelial,A,Skin,48,NR,toluylene red,lysosomal uptake,34.67651,N,N,N,2009,7,10.1016/j.toxlet.2009.01.008
130,14,8,9,ZnO,I,,10.0,0.0008479675499,,RAW 264.7,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,WST-1,tetrazolium salt,cell metabolic activity,124.066376,Y,N,Y,2012,8,10.1016/j.tiv.2011.12.006
131,14,9,9,ZnO,I,,11.0,0.002703538656,,RAW 264.7,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,WST-1,tetrazolium salt,cell metabolic activity,136.3089,Y,N,Y,2012,8,10.1016/j.tiv.2011.12.006
132,14,10,9,ZnO,I,,12.0,0.003617542977,,RAW 264.7,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,WST-1,tetrazolium salt,cell metabolic activity,76.85051,Y,N,Y,2012,8,10.1016/j.tiv.2011.12.006
133,14,11,9,ZnO,I,,13.0,0.01005932587,,RAW 264.7,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,WST-1,tetrazolium salt,cell metabolic activity,31.543184,Y,N,Y,2012,8,10.1016/j.tiv.2011.12.006
134,14,12,9,ZnO,I,,14.0,0.01443193574,,RAW 264.7,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,WST-1,tetrazolium salt,cell metabolic activity,27.747828,Y,N,Y,2012,8,10.1016/j.tiv.2011.12.006
135,15,13,9,ZnO,I,,15.0,0.0001328473615,,RAW 264.7,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,LDH,LDH activity assay kit,LDH leakage,27.093307,Y,N,Y,2012,8,10.1016/j.tiv.2011.12.006
136,15,14,9,ZnO,I,,16.0,0.000500172639,,RAW 264.7,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,LDH,LDH activity assay kit,LDH leakage,52.859447,Y,N,Y,2012,8,10.1016/j.tiv.2011.12.006
137,15,15,9,ZnO,I,,17.0,0.0007678568156,,RAW 264.7,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,LDH,LDH activity assay kit,LDH leakage,54.383,Y,N,Y,2012,8,10.1016/j.tiv.2011.12.006
138,15,16,9,ZnO,I,,18.0,0.002397322409,,RAW 264.7,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,LDH,LDH activity assay kit,LDH leakage,54.391384,Y,N,Y,2012,8,10.1016/j.tiv.2011.12.006
139,15,17,9,ZnO,I,,19.0,0.003797703566,,RAW 264.7,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,LDH,LDH activity assay kit,LDH leakage,52.12703,Y,N,Y,2012,8,10.1016/j.tiv.2011.12.006
140,16,18,10,ZnO,I,,112.0,1.609510807e-05,,Caco-2,L,H,Human,Epithelial,A,Colon,24,Live/Dead,Sytox Red,cell membrane integrity,98.0,N,Y,Y,2013,9,10.1021/tx400231u
141,16,18,10,ZnO,I,,112.0,1.609510807e-05,,Caco-2,L,H,Human,Epithelial,A,Colon,24,Live/Dead,Annexin V,cell membrane integrity,100.0,N,Y,Y,2013,9,10.1021/tx400231u
142,17,18,10,ZnO,I,,112.0,1.609510807e-05,,Caco-2,L,H,Human,Epithelial,A,Colon,24,LDH,LDH activity assay kit,LDH leakage,81.052635,N,Y,Y,2013,9,10.1021/tx400231u
143,18,18,10,ZnO,I,,112.0,1.609510807e-05,,Caco-2,L,H,Human,Epithelial,A,Colon,24,MTT,tetrazolium salt,cell metabolic activity,69.632324,N,Y,Y,2013,9,10.1021/tx400231u
144,19,19,11,ZnO,I,,60.0,1.934589024e-07,,Fibroblasts,P,H,Human,Fibroblast,A,Skin,4,MTS,tetrazolium salt,cell metabolic activity,80.81022,N,N,N,2007,10,10.1021/acsnano.8b07562
145,19,19,11,ZnO,I,,60.0,7.719934523e-07,,Fibroblasts,P,H,Human,Fibroblast,A,Skin,4,MTS,tetrazolium salt,cell metabolic activity,82.73483,N,N,N,2007,10,10.1021/acsnano.8b07562
146,19,19,11,ZnO,I,,60.0,3.080926518e-06,,Fibroblasts,P,H,Human,Fibroblast,A,Skin,4,MTS,tetrazolium salt,cell metabolic activity,83.904724,N,N,N,2007,10,10.1021/acsnano.8b07562
147,19,19,11,ZnO,I,,60.0,1.263651188e-05,,Fibroblasts,P,H,Human,Fibroblast,A,Skin,4,MTS,tetrazolium salt,cell metabolic activity,75.6413,N,N,N,2007,10,10.1021/acsnano.8b07562
148,19,19,11,ZnO,I,,60.0,5.031381696e-05,,Fibroblasts,P,H,Human,Fibroblast,A,Skin,4,MTS,tetrazolium salt,cell metabolic activity,94.547165,N,N,N,2007,10,10.1021/acsnano.8b07562
149,19,19,11,ZnO,I,,60.0,0.0002011631063,,Fibroblasts,P,H,Human,Fibroblast,A,Skin,4,MTS,tetrazolium salt,cell metabolic activity,81.75469,N,N,N,2007,10,10.1021/acsnano.8b07562
150,19,19,11,ZnO,I,,60.0,0.0008028556762,,Fibroblasts,P,H,Human,Fibroblast,A,Skin,4,MTS,tetrazolium salt,cell metabolic activity,82.547226,N,N,N,2007,10,10.1021/acsnano.8b07562
151,19,19,11,ZnO,I,,60.0,0.003206150912,,Fibroblasts,P,H,Human,Fibroblast,A,Skin,4,MTS,tetrazolium salt,cell metabolic activity,78.81142,N,N,N,2007,10,10.1021/acsnano.8b07562
152,19,19,11,ZnO,I,,60.0,0.00778986803,,Fibroblasts,P,H,Human,Fibroblast,A,Skin,4,MTS,tetrazolium salt,cell metabolic activity,80.345116,N,N,N,2007,10,10.1021/acsnano.8b07562
153,19,19,11,ZnO,I,,60.0,1.932012145e-07,,Fibroblasts,P,H,Human,Fibroblast,A,Skin,24,MTS,tetrazolium salt,cell metabolic activity,90.99897,N,N,N,2007,10,10.1021/acsnano.8b07562
154,19,19,11,ZnO,I,,60.0,7.711172977e-07,,Fibroblasts,P,H,Human,Fibroblast,A,Skin,24,MTS,tetrazolium salt,cell metabolic activity,91.41414,N,N,N,2007,10,10.1021/acsnano.8b07562
155,19,19,11,ZnO,I,,60.0,3.078038194e-06,,Fibroblasts,P,H,Human,Fibroblast,A,Skin,24,MTS,tetrazolium salt,cell metabolic activity,91.074585,N,N,N,2007,10,10.1021/acsnano.8b07562
156,19,19,11,ZnO,I,,60.0,1.261718738e-05,,Fibroblasts,P,H,Human,Fibroblast,A,Skin,24,MTS,tetrazolium salt,cell metabolic activity,87.3395,N,N,N,2007,10,10.1021/acsnano.8b07562
157,19,19,11,ZnO,I,,60.0,5.047303857e-05,,Fibroblasts,P,H,Human,Fibroblast,A,Skin,24,MTS,tetrazolium salt,cell metabolic activity,70.39605,N,N,N,2007,10,10.1021/acsnano.8b07562
158,19,19,11,ZnO,I,,60.0,0.0002026383081,,Fibroblasts,P,H,Human,Fibroblast,A,Skin,24,MTS,tetrazolium salt,cell metabolic activity,25.90524,N,N,N,2007,10,10.1021/acsnano.8b07562
159,19,19,11,ZnO,I,,60.0,0.0008111424653,,Fibroblasts,P,H,Human,Fibroblast,A,Skin,24,MTS,tetrazolium salt,cell metabolic activity,4.0560975,N,N,N,2007,10,10.1021/acsnano.8b07562
160,19,19,11,ZnO,I,,60.0,0.003324298178,,Fibroblasts,P,H,Human,Fibroblast,A,Skin,24,MTS,tetrazolium salt,cell metabolic activity,1.8304514,N,N,N,2007,10,10.1021/acsnano.8b07562
161,5,20,4,ZnO,I,,639.0,0.0,,HCMEC,P,H,Human,Endothelial,A,Heart,12,MTT,tetrazolium salt,cell metabolic activity,96.62921,N,Y,N,2011,11,10.1007/s10565-011-9191-9
162,5,20,4,ZnO,I,,639.0,0.0,,HCMEC,P,H,Human,Endothelial,A,Heart,12,MTT,tetrazolium salt,cell metabolic activity,97.75281,N,Y,N,2011,11,10.1007/s10565-011-9191-9
163,5,20,4,ZnO,I,,639.0,2.166633e-10,,HCMEC,P,H,Human,Endothelial,A,Heart,12,MTT,tetrazolium salt,cell metabolic activity,101.1236,N,Y,N,2011,11,10.1007/s10565-011-9191-9
164,5,20,4,ZnO,I,,639.0,2.1666332e-09,,HCMEC,P,H,Human,Endothelial,A,Heart,12,MTT,tetrazolium salt,cell metabolic activity,98.8764,N,Y,N,2011,11,10.1007/s10565-011-9191-9
165,5,20,4,ZnO,I,,639.0,1.08331661e-08,,HCMEC,P,H,Human,Endothelial,A,Heart,12,MTT,tetrazolium salt,cell metabolic activity,92.134834,N,Y,N,2011,11,10.1007/s10565-011-9191-9
166,5,20,4,ZnO,I,,639.0,2.16663322e-08,,HCMEC,P,H,Human,Endothelial,A,Heart,12,MTT,tetrazolium salt,cell metabolic activity,75.2809,N,Y,N,2011,11,10.1007/s10565-011-9191-9
167,5,20,4,ZnO,I,,639.0,4.33326645e-08,,HCMEC,P,H,Human,Endothelial,A,Heart,12,MTT,tetrazolium salt,cell metabolic activity,64.044945,N,Y,N,2011,11,10.1007/s10565-011-9191-9
168,5,20,4,ZnO,I,,639.0,1.083316614e-07,,HCMEC,P,H,Human,Endothelial,A,Heart,12,MTT,tetrazolium salt,cell metabolic activity,35.955055,N,Y,N,2011,11,10.1007/s10565-011-9191-9
169,5,20,4,ZnO,I,,639.0,2.166633229e-07,,HCMEC,P,H,Human,Endothelial,A,Heart,12,MTT,tetrazolium salt,cell metabolic activity,32.58427,N,Y,N,2011,11,10.1007/s10565-011-9191-9
170,5,20,4,ZnO,I,,639.0,0.0,,HCMEC,P,H,Human,Endothelial,A,Heart,24,MTT,tetrazolium salt,cell metabolic activity,93.25843,N,Y,N,2011,11,10.1007/s10565-011-9191-9
171,5,20,4,ZnO,I,,639.0,0.0,,HCMEC,P,H,Human,Endothelial,A,Heart,24,MTT,tetrazolium salt,cell metabolic activity,98.8764,N,Y,N,2011,11,10.1007/s10565-011-9191-9
172,5,20,4,ZnO,I,,639.0,2.166633e-10,,HCMEC,P,H,Human,Endothelial,A,Heart,24,MTT,tetrazolium salt,cell metabolic activity,96.62921,N,Y,N,2011,11,10.1007/s10565-011-9191-9
173,5,20,4,ZnO,I,,639.0,2.1666332e-09,,HCMEC,P,H,Human,Endothelial,A,Heart,24,MTT,tetrazolium salt,cell metabolic activity,97.75281,N,Y,N,2011,11,10.1007/s10565-011-9191-9
174,5,20,4,ZnO,I,,639.0,1.08331661e-08,,HCMEC,P,H,Human,Endothelial,A,Heart,24,MTT,tetrazolium salt,cell metabolic activity,71.91011,N,Y,N,2011,11,10.1007/s10565-011-9191-9
175,5,20,4,ZnO,I,,639.0,2.16663322e-08,,HCMEC,P,H,Human,Endothelial,A,Heart,24,MTT,tetrazolium salt,cell metabolic activity,60.674156,N,Y,N,2011,11,10.1007/s10565-011-9191-9
176,5,20,4,ZnO,I,,639.0,4.33326645e-08,,HCMEC,P,H,Human,Endothelial,A,Heart,24,MTT,tetrazolium salt,cell metabolic activity,43.820225,N,Y,N,2011,11,10.1007/s10565-011-9191-9
177,5,20,4,ZnO,I,,639.0,1.083316614e-07,,HCMEC,P,H,Human,Endothelial,A,Heart,24,MTT,tetrazolium salt,cell metabolic activity,28.089888,N,Y,N,2011,11,10.1007/s10565-011-9191-9
178,5,20,4,ZnO,I,,639.0,2.166633229e-07,,HCMEC,P,H,Human,Endothelial,A,Heart,24,MTT,tetrazolium salt,cell metabolic activity,22.47191,N,Y,N,2011,11,10.1007/s10565-011-9191-9
179,6,20,4,ZnO,I,,639.0,0.0,,HCMEC,P,H,Human,Endothelial,A,Heart,12,LDH,LDH activity assay kit,LDH leakage,95.7678623,N,Y,N,2011,11,10.1007/s10565-011-9191-9
180,6,20,4,ZnO,I,,639.0,0.0,,HCMEC,P,H,Human,Endothelial,A,Heart,12,LDH,LDH activity assay kit,LDH leakage,97.6080797,N,Y,N,2011,11,10.1007/s10565-011-9191-9
181,6,20,4,ZnO,I,,639.0,2.166633e-10,,HCMEC,P,H,Human,Endothelial,A,Heart,12,LDH,LDH activity assay kit,LDH leakage,95.709979,N,Y,N,2011,11,10.1007/s10565-011-9191-9
182,6,20,4,ZnO,I,,639.0,2.1666332e-09,,HCMEC,P,H,Human,Endothelial,A,Heart,12,LDH,LDH activity assay kit,LDH leakage,90.075973,N,Y,N,2011,11,10.1007/s10565-011-9191-9
183,6,20,4,ZnO,I,,639.0,1.08331661e-08,,HCMEC,P,H,Human,Endothelial,A,Heart,12,LDH,LDH activity assay kit,LDH leakage,75.09376,N,Y,N,2011,11,10.1007/s10565-011-9191-9
184,6,20,4,ZnO,I,,639.0,2.16663322e-08,,HCMEC,P,H,Human,Endothelial,A,Heart,12,LDH,LDH activity assay kit,LDH leakage,47.029846,N,Y,N,2011,11,10.1007/s10565-011-9191-9
185,6,20,4,ZnO,I,,639.0,4.33326645e-08,,HCMEC,P,H,Human,Endothelial,A,Heart,12,LDH,LDH activity assay kit,LDH leakage,43.265,N,Y,N,2011,11,10.1007/s10565-011-9191-9
186,6,20,4,ZnO,I,,639.0,1.083316614e-07,,HCMEC,P,H,Human,Endothelial,A,Heart,12,LDH,LDH activity assay kit,LDH leakage,30.149536,N,Y,N,2011,11,10.1007/s10565-011-9191-9
187,6,20,4,ZnO,I,,639.0,2.166633229e-07,,HCMEC,P,H,Human,Endothelial,A,Heart,12,LDH,LDH activity assay kit,LDH leakage,11.43382,N,Y,N,2011,11,10.1007/s10565-011-9191-9
188,6,20,4,ZnO,I,,639.0,0.0,,HCMEC,P,H,Human,Endothelial,A,Heart,24,LDH,LDH activity assay kit,LDH leakage,94.7259574,N,Y,N,2011,11,10.1007/s10565-011-9191-9
189,6,20,4,ZnO,I,,639.0,0.0,,HCMEC,P,H,Human,Endothelial,A,Heart,24,LDH,LDH activity assay kit,LDH leakage,94.6970153,N,Y,N,2011,11,10.1007/s10565-011-9191-9
190,6,20,4,ZnO,I,,639.0,2.166633e-10,,HCMEC,P,H,Human,Endothelial,A,Heart,24,LDH,LDH activity assay kit,LDH leakage,90.929756,N,Y,N,2011,11,10.1007/s10565-011-9191-9
191,6,20,4,ZnO,I,,639.0,2.1666332e-09,,HCMEC,P,H,Human,Endothelial,A,Heart,24,LDH,LDH activity assay kit,LDH leakage,68.47332,N,Y,N,2011,11,10.1007/s10565-011-9191-9
192,6,20,4,ZnO,I,,639.0,1.08331661e-08,,HCMEC,P,H,Human,Endothelial,A,Heart,24,LDH,LDH activity assay kit,LDH leakage,59.098583,N,Y,N,2011,11,10.1007/s10565-011-9191-9
193,6,20,4,ZnO,I,,639.0,2.16663322e-08,,HCMEC,P,H,Human,Endothelial,A,Heart,24,LDH,LDH activity assay kit,LDH leakage,47.8571,N,Y,N,2011,11,10.1007/s10565-011-9191-9
194,6,20,4,ZnO,I,,639.0,4.33326645e-08,,HCMEC,P,H,Human,Endothelial,A,Heart,24,LDH,LDH activity assay kit,LDH leakage,31.00814,N,Y,N,2011,11,10.1007/s10565-011-9191-9
195,6,20,4,ZnO,I,,639.0,1.083316614e-07,,HCMEC,P,H,Human,Endothelial,A,Heart,24,LDH,LDH activity assay kit,LDH leakage,10.41845,N,Y,N,2011,11,10.1007/s10565-011-9191-9
196,6,20,4,ZnO,I,,639.0,2.166633229e-07,,HCMEC,P,H,Human,Endothelial,A,Heart,24,LDH,LDH activity assay kit,LDH leakage,-0.82304,N,Y,N,2011,11,10.1007/s10565-011-9191-9
197,20,21,12,ZnO,I,,24.0,2.044674841e-05,43.8,A549,L,H,Human,Epithelial,A,Lung,48,WST-1,tetrazolium salt,cell metabolic activity,100.03914,N,N,N,2011,12,0.1088/1742-6596/304/1/012044
198,20,21,12,ZnO,I,,24.0,0.0002044674841,43.8,A549,L,H,Human,Epithelial,A,Lung,48,WST-1,tetrazolium salt,cell metabolic activity,90.41096,N,N,N,2011,12,0.1088/1742-6596/304/1/012044
199,20,21,12,ZnO,I,,24.0,0.002042647505,43.8,A549,L,H,Human,Epithelial,A,Lung,48,WST-1,tetrazolium salt,cell metabolic activity,34.285713,N,N,N,2011,12,0.1088/1742-6596/304/1/012044
200,20,21,12,ZnO,I,,24.0,0.005111687101,43.8,A549,L,H,Human,Epithelial,A,Lung,48,WST-1,tetrazolium salt,cell metabolic activity,24.4227,N,N,N,2011,12,0.1088/1742-6596/304/1/012044
201,20,21,12,ZnO,I,,24.0,0.01001761816,43.8,A549,L,H,Human,Epithelial,A,Lung,48,WST-1,tetrazolium salt,cell metabolic activity,7.2798433,N,N,N,2011,12,0.1088/1742-6596/304/1/012044
202,20,21,12,ZnO,I,,24.0,0.02061472253,43.8,A549,L,H,Human,Epithelial,A,Lung,48,WST-1,tetrazolium salt,cell metabolic activity,7.514677,N,N,N,2011,12,0.1088/1742-6596/304/1/012044
203,20,21,12,ZnO,I,,24.0,0.04089349681,43.8,A549,L,H,Human,Epithelial,A,Lung,48,WST-1,tetrazolium salt,cell metabolic activity,11.741683,N,N,N,2011,12,0.1088/1742-6596/304/1/012044
204,20,22,12,ZnO,I,,24.0,2.044674841e-05,-44.6,A549,L,H,Human,Epithelial,A,Lung,48,WST-1,tetrazolium salt,cell metabolic activity,91.11546,N,N,N,2011,12,0.1088/1742-6596/304/1/012044
205,20,22,12,ZnO,I,,24.0,0.0002044674841,-44.6,A549,L,H,Human,Epithelial,A,Lung,48,WST-1,tetrazolium salt,cell metabolic activity,89.70646,N,N,N,2011,12,0.1088/1742-6596/304/1/012044
206,20,22,12,ZnO,I,,24.0,0.002044674841,-44.6,A549,L,H,Human,Epithelial,A,Lung,48,WST-1,tetrazolium salt,cell metabolic activity,56.125244,N,N,N,2011,12,0.1088/1742-6596/304/1/012044
207,20,22,12,ZnO,I,,24.0,0.005111687101,-44.6,A549,L,H,Human,Epithelial,A,Lung,48,WST-1,tetrazolium salt,cell metabolic activity,7.749511,N,N,N,2011,12,0.1088/1742-6596/304/1/012044
208,20,22,12,ZnO,I,,24.0,0.0102233742,-44.6,A549,L,H,Human,Epithelial,A,Lung,48,WST-1,tetrazolium salt,cell metabolic activity,8.688846,N,N,N,2011,12,0.1088/1742-6596/304/1/012044
209,20,22,12,ZnO,I,,24.0,0.02044674841,-44.6,A549,L,H,Human,Epithelial,A,Lung,48,WST-1,tetrazolium salt,cell metabolic activity,11.976517,N,N,N,2011,12,0.1088/1742-6596/304/1/012044
210,20,22,12,ZnO,I,,24.0,0.04089349681,-44.6,A549,L,H,Human,Epithelial,A,Lung,48,WST-1,tetrazolium salt,cell metabolic activity,22.544031,N,N,N,2011,12,0.1088/1742-6596/304/1/012044
211,20,23,12,ZnO,I,,67.0,9.397959522e-07,44.1,A549,L,H,Human,Epithelial,A,Lung,48,WST-1,tetrazolium salt,cell metabolic activity,100.97847,N,N,N,2011,12,0.1088/1742-6596/304/1/012044
212,20,23,12,ZnO,I,,67.0,9.397959522e-06,44.1,A549,L,H,Human,Epithelial,A,Lung,48,WST-1,tetrazolium salt,cell metabolic activity,101.682976,N,N,N,2011,12,0.1088/1742-6596/304/1/012044
213,20,23,12,ZnO,I,,67.0,9.397959522e-05,44.1,A549,L,H,Human,Epithelial,A,Lung,48,WST-1,tetrazolium salt,cell metabolic activity,66.457924,N,N,N,2011,12,0.1088/1742-6596/304/1/012044
214,20,23,12,ZnO,I,,67.0,0.000234948988,44.1,A549,L,H,Human,Epithelial,A,Lung,48,WST-1,tetrazolium salt,cell metabolic activity,55.18591,N,N,N,2011,12,0.1088/1742-6596/304/1/012044
215,20,23,12,ZnO,I,,67.0,0.0004698979761,44.1,A549,L,H,Human,Epithelial,A,Lung,48,WST-1,tetrazolium salt,cell metabolic activity,25.127201,N,N,N,2011,12,0.1088/1742-6596/304/1/012044
216,20,23,12,ZnO,I,,67.0,0.0009397959522,44.1,A549,L,H,Human,Epithelial,A,Lung,48,WST-1,tetrazolium salt,cell metabolic activity,10.097847,N,N,N,2011,12,0.1088/1742-6596/304/1/012044
217,20,23,12,ZnO,I,,67.0,0.001879591904,44.1,A549,L,H,Human,Epithelial,A,Lung,48,WST-1,tetrazolium salt,cell metabolic activity,9.393347,N,N,N,2011,12,0.1088/1742-6596/304/1/012044
218,20,24,12,ZnO,I,,67.0,9.397959522e-07,45.2,A549,L,H,Human,Epithelial,A,Lung,48,WST-1,tetrazolium salt,cell metabolic activity,97.6908,N,N,N,2011,12,0.1088/1742-6596/304/1/012044
219,20,24,12,ZnO,I,,67.0,9.397959522e-06,45.2,A549,L,H,Human,Epithelial,A,Lung,48,WST-1,tetrazolium salt,cell metabolic activity,99.804306,N,N,N,2011,12,0.1088/1742-6596/304/1/012044
220,20,24,12,ZnO,I,,67.0,9.397959522e-05,45.2,A549,L,H,Human,Epithelial,A,Lung,48,WST-1,tetrazolium salt,cell metabolic activity,62.46575,N,N,N,2011,12,0.1088/1742-6596/304/1/012044
221,20,24,12,ZnO,I,,67.0,0.000234948988,45.2,A549,L,H,Human,Epithelial,A,Lung,48,WST-1,tetrazolium salt,cell metabolic activity,10.097847,N,N,N,2011,12,0.1088/1742-6596/304/1/012044
222,20,24,12,ZnO,I,,67.0,0.0004698979761,45.2,A549,L,H,Human,Epithelial,A,Lung,48,WST-1,tetrazolium salt,cell metabolic activity,9.158513,N,N,N,2011,12,0.1088/1742-6596/304/1/012044
223,20,24,12,ZnO,I,,67.0,0.0009397959522,45.2,A549,L,H,Human,Epithelial,A,Lung,48,WST-1,tetrazolium salt,cell metabolic activity,14.559687,N,N,N,2011,12,0.1088/1742-6596/304/1/012044
224,20,24,12,ZnO,I,,67.0,0.001879591904,45.2,A549,L,H,Human,Epithelial,A,Lung,48,WST-1,tetrazolium salt,cell metabolic activity,27.240704,N,N,N,2011,12,0.1088/1742-6596/304/1/012044
225,21,25,13,ZnO,I,,8.0,625.0,,CD3+ T cells,P,H,Human,Lymphoblast,A,Blood,24,Live/Dead,propidium iodide,cell membrane integrity,79.84496,N,N,N,2009,13,10.1007/s11671-009-9413-8
226,21,25,13,ZnO,I,,8.0,1000.0,,CD3+ T cells,P,H,Human,Lymphoblast,A,Blood,24,Live/Dead,propidium iodide,cell membrane integrity,72.48062,N,N,N,2009,13,10.1007/s11671-009-9413-8
227,21,25,13,ZnO,I,,8.0,2500.0,,CD3+ T cells,P,H,Human,Lymphoblast,A,Blood,24,Live/Dead,propidium iodide,cell membrane integrity,64.72868,N,N,N,2009,13,10.1007/s11671-009-9413-8
228,21,25,13,ZnO,I,,8.0,5000.0,,CD3+ T cells,P,H,Human,Lymphoblast,A,Blood,24,Live/Dead,propidium iodide,cell membrane integrity,43.79845,N,N,N,2009,13,10.1007/s11671-009-9413-8
229,21,25,13,ZnO,I,,8.0,10000.0,,CD3+ T cells,P,H,Human,Lymphoblast,A,Blood,24,Live/Dead,propidium iodide,cell membrane integrity,14.7286825,N,N,N,2009,13,10.1007/s11671-009-9413-8
230,22,25,14,ZnO,I,,8.0,625.0,,CD4+T cells,P,H,Human,Lymphoblast,A,Blood,24,Live/Dead,propidium iodide,cell membrane integrity,69.379845,N,N,N,2009,13,10.1007/s11671-009-9413-8
231,22,25,14,ZnO,I,,8.0,1000.0,,CD4+T cells,P,H,Human,Lymphoblast,A,Blood,24,Live/Dead,propidium iodide,cell membrane integrity,68.21706,N,N,N,2009,13,10.1007/s11671-009-9413-8
232,22,25,14,ZnO,I,,8.0,2500.0,,CD4+T cells,P,H,Human,Lymphoblast,A,Blood,24,Live/Dead,propidium iodide,cell membrane integrity,64.34109,N,N,N,2009,13,10.1007/s11671-009-9413-8
233,22,25,14,ZnO,I,,8.0,5000.0,,CD4+T cells,P,H,Human,Lymphoblast,A,Blood,24,Live/Dead,propidium iodide,cell membrane integrity,47.67442,N,N,N,2009,13,10.1007/s11671-009-9413-8
234,22,25,14,ZnO,I,,8.0,10000.0,,CD4+T cells,P,H,Human,Lymphoblast,A,Blood,24,Live/Dead,propidium iodide,cell membrane integrity,24.806202,N,N,N,2009,13,10.1007/s11671-009-9413-8
235,23,25,15,ZnO,I,,8.0,625.0,,B cells,P,H,Human,Lymphoblast,A,Blood,24,Live/Dead,propidium iodide,cell membrane integrity,89.147285,N,N,N,2009,13,10.1007/s11671-009-9413-8
236,23,25,15,ZnO,I,,8.0,1000.0,,B cells,P,H,Human,Lymphoblast,A,Blood,24,Live/Dead,propidium iodide,cell membrane integrity,81.00775,N,N,N,2009,13,10.1007/s11671-009-9413-8
237,23,25,15,ZnO,I,,8.0,2500.0,,B cells,P,H,Human,Lymphoblast,A,Blood,24,Live/Dead,propidium iodide,cell membrane integrity,67.05426,N,N,N,2009,13,10.1007/s11671-009-9413-8
238,23,25,15,ZnO,I,,8.0,5000.0,,B cells,P,H,Human,Lymphoblast,A,Blood,24,Live/Dead,propidium iodide,cell membrane integrity,43.410854,N,N,N,2009,13,10.1007/s11671-009-9413-8
239,23,25,15,ZnO,I,,8.0,10000.0,,B cells,P,H,Human,Lymphoblast,A,Blood,24,Live/Dead,propidium iodide,cell membrane integrity,21.31783,N,N,N,2009,13,10.1007/s11671-009-9413-8
240,24,25,16,ZnO,I,,8.0,625.0,,NK cells,P,H,Human,Lymphoblast,A,Blood,24,Live/Dead,propidium iodide,cell membrane integrity,62.7907,N,N,N,2009,13,10.1007/s11671-009-9413-8
241,24,25,16,ZnO,I,,8.0,1000.0,,NK cells,P,H,Human,Lymphoblast,A,Blood,24,Live/Dead,propidium iodide,cell membrane integrity,44.573643,N,N,N,2009,13,10.1007/s11671-009-9413-8
242,24,25,16,ZnO,I,,8.0,2500.0,,NK cells,P,H,Human,Lymphoblast,A,Blood,24,Live/Dead,propidium iodide,cell membrane integrity,26.744186,N,N,N,2009,13,10.1007/s11671-009-9413-8
243,24,25,16,ZnO,I,,8.0,5000.0,,NK cells,P,H,Human,Lymphoblast,A,Blood,24,Live/Dead,propidium iodide,cell membrane integrity,13.565891,N,N,N,2009,13,10.1007/s11671-009-9413-8
244,24,25,16,ZnO,I,,8.0,10000.0,,NK cells,P,H,Human,Lymphoblast,A,Blood,24,Live/Dead,propidium iodide,cell membrane integrity,3.1007752,N,N,N,2009,13,10.1007/s11671-009-9413-8
